SERVICELEVEL;CALENDAR;OPERATINGDAY;PIECETYPE;STARTINGDATE;ENDINGDATE;LINE;LINEBASIN;LINECOMPANY;PATTERN;DIRECTION;TRIPCODE;TRIPCOMPANYCODE;ACTIVITYNUMBER;LENGTH;VEHBLOCKID;DEPOT;VEHICLETYPE;VBLINE;VB_LINEBASIN;VB_LINECOMPANY;PIECEORDER;ARRIVALTIME;DEPARTURETIME;NODE;NODEBASIN;NODECOMPANY;PASSAGEORDER;BLOCK;LINE_EXCEL;EXCEL_NAME;DUTY;SOURCE_FILE;PATTERNCODE_x;correct_depot_x;PATTERNCODE_y;correct_depot_y
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;250746583;250746583;250746583;26076.68;;;;;;;;10:55:00;10:55:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;250746583;250746583;250746583;26076.68;;;;;;;;11:25:00;11:25:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;986386377;986386377;986386377;17512.9;;;;;;;;10:50:00;10:50:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;986386377;986386377;986386377;17512.9;;;;;;;;11:10:00;11:10:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;986386377;986386377;986386377;17512.9;;;;;;;;11:30:00;11:30:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;669740815;669740815;669740815;17512.9;;;;;;;;11:15:00;11:15:00;N1407;OSETH;Def;1;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;669740815;669740815;669740815;17512.9;;;;;;;;11:35:00;11:35:00;N36080;OSETH;Def;2;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;669740815;669740815;669740815;17512.9;;;;;;;;11:55:00;11:55:00;N1407;OSETH;Def;3;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;694477788;694477788;694477788;26076.68;;;;;;;;11:30:00;11:30:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;694477788;694477788;694477788;26076.68;;;;;;;;12:00:00;12:00:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;694477788;694477788;694477788;26076.68;;;;;;;;12:30:00;12:30:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;907678288;907678288;907678288;19054.65;;;;;;;;12:00:00;12:00:00;N1407;OSETH;Def;1;3602;36Ε;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2750;S_Depot;2750;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;907678288;907678288;907678288;19054.65;;;;;;;;12:22:00;12:22:00;N15051;OSETH;Def;2;3602;36Ε;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2750;S_Depot;2750;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;907678288;907678288;907678288;19054.65;;;;;;;;12:45:00;12:45:00;N1407;OSETH;Def;3;3602;36Ε;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2750;S_Depot;2750;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;925206196;925206196;925206196;17512.9;;;;;;;;12:20:00;12:20:00;N1407;OSETH;Def;1;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;925206196;925206196;925206196;17512.9;;;;;;;;12:40:00;12:40:00;N36080;OSETH;Def;2;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;925206196;925206196;925206196;17512.9;;;;;;;;13:00:00;13:00:00;N1407;OSETH;Def;3;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;875207558;875207558;875207558;26076.68;;;;;;;;12:35:00;12:35:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;875207558;875207558;875207558;26076.68;;;;;;;;13:05:00;13:05:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;875207558;875207558;875207558;26076.68;;;;;;;;13:35:00;13:35:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;323241331;323241331;323241331;17512.9;;;;;;;;13:05:00;13:05:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;323241331;323241331;323241331;17512.9;;;;;;;;13:25:00;13:25:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;323241331;323241331;323241331;17512.9;;;;;;;;13:45:00;13:45:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;825264894;825264894;825264894;17512.9;;;;;;;;13:25:00;13:25:00;N1407;OSETH;Def;1;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;825264894;825264894;825264894;17512.9;;;;;;;;13:45:00;13:45:00;N36080;OSETH;Def;2;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;825264894;825264894;825264894;17512.9;;;;;;;;14:05:00;14:05:00;N1407;OSETH;Def;3;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;463808428;463808428;463808428;26076.68;;;;;;;;13:40:00;13:40:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;463808428;463808428;463808428;26076.68;;;;;;;;14:10:00;14:10:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;463808428;463808428;463808428;26076.68;;;;;;;;14:40:00;14:40:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;881384366;881384366;881384366;17512.9;;;;;;;;14:10:00;14:10:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;881384366;881384366;881384366;17512.9;;;;;;;;14:30:00;14:30:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;881384366;881384366;881384366;17512.9;;;;;;;;14:50:00;14:50:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;371860518;371860518;371860518;17512.9;;;;;;;;14:30:00;14:30:00;N1407;OSETH;Def;1;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;371860518;371860518;371860518;17512.9;;;;;;;;14:50:00;14:50:00;N36080;OSETH;Def;2;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;371860518;371860518;371860518;17512.9;;;;;;;;15:10:00;15:10:00;N1407;OSETH;Def;3;3603;36Κ;line36 (2025).xlsx;3603_1;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;674420045;674420045;674420045;26076.68;;;;;;;;14:45:00;14:45:00;N1407;OSETH;Def;1;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;674420045;674420045;674420045;26076.68;;;;;;;;15:15:00;15:15:00;N15094;OSETH;Def;2;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;674420045;674420045;674420045;26076.68;;;;;;;;15:45:00;15:45:00;N1407;OSETH;Def;3;3601;36;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36T;KTEL_S;Def;2754;1;306403822;306403822;306403822;10332.5;;;;;;;;15:00:00;15:00:00;N1407;OSETH;Def;1;3602;36Τ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2754;S_Depot;2754;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36T;KTEL_S;Def;2754;1;306403822;306403822;306403822;10332.5;;;;;;;;15:10:00;15:10:00;N1434;OSETH;Def;2;3602;36Τ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2754;S_Depot;2754;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36T;KTEL_S;Def;2754;1;306403822;306403822;306403822;10332.5;;;;;;;;15:20:00;15:20:00;N1407;OSETH;Def;3;3602;36Τ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2754;S_Depot;2754;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;426680208;426680208;426680208;17512.9;;;;;;;;15:20:00;15:20:00;N1407;OSETH;Def;1;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;426680208;426680208;426680208;17512.9;;;;;;;;15:40:00;15:40:00;N36080;OSETH;Def;2;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36K;KTEL_S;Def;2751;1;426680208;426680208;426680208;17512.9;;;;;;;;16:00:00;16:00:00;N1407;OSETH;Def;3;3602;36Κ;line36 (2025).xlsx;3602_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2751;S_Depot;2751;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;756192118;756192118;756192118;26076.68;;;;;;;;15:35:00;15:35:00;N1407;OSETH;Def;1;3603;36;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;756192118;756192118;756192118;26076.68;;;;;;;;16:05:00;16:05:00;N15094;OSETH;Def;2;3603;36;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36;KTEL_S;Def;2743;1;756192118;756192118;756192118;26076.68;;;;;;;;16:35:00;16:35:00;N1407;OSETH;Def;3;3603;36;line36 (2025).xlsx;3603_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2743;S_Depot;2743;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;370651262;370651262;370651262;19054.65;;;;;;;;15:50:00;15:50:00;N1407;OSETH;Def;1;3601;36Ε;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2750;S_Depot;2750;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;370651262;370651262;370651262;19054.65;;;;;;;;16:12:00;16:12:00;N15051;OSETH;Def;2;3601;36Ε;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2750;S_Depot;2750;S_Depot
F1;;ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ;Revenue;2025-07-01;2025-08-31;36E;KTEL_S;Def;2750;1;370651262;370651262;370651262;19054.65;;;;;;;;16:35:00;16:35:00;N1407;OSETH;Def;3;3601;36Ε;line36 (2025).xlsx;3601_2;line36 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ-ΣΑΒΒΑΤΟ-ΚΥΡΙΑΚΗ-Χ.csv;2750;S_Depot;2750;S_Depot
