SERVICELEVEL;CALENDAR;OPERATINGDAY;PIECETYPE;STARTINGDATE;ENDINGDATE;LINE;LINEBASIN;LINECOMPANY;PATTERN;DIRECTION;TRIPCODE;TRIPCOMPANYCODE;ACTIVITYNUMBER;LENGTH;VEHBLOCKID;DEPOT;VEHICLETYPE;VBLINE;VB_LINEBASIN;VB_LINECOMPANY;PIECEORDER;ARRIVALTIME;DEPARTURETIME;NODE;NODEBASIN;NODECOMPANY;PASSAGEORDER;BLOCK;LINE_EXCEL;EXCEL_NAME;DUTY;SOURCE_FILE;PATTERNCODE_x;correct_depot_x;PATTERNCODE_y;correct_depot_y;PATTERNCODE;correct_depot
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;994394965;994394965;994394965;9349.52;;;;;;;;14:40:00;14:40:00;N45128;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;364253180;364253180;364253180;147930.925;;;;;;;;14:48:00;14:48:00;N45128;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;364253180;364253180;364253180;147930.925;;;;;;;;15:30:00;15:30:00;N1141;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;887601726;887601726;887601726;9349.52;;;;;;;;15:30:00;15:30:00;N1141;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;887601726;887601726;887601726;9349.52;;;;;;;;16:13:00;16:13:00;N45128;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;431446239;431446239;431446239;147930.925;;;;;;;;16:28:00;16:28:00;N45128;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;431446239;431446239;431446239;147930.925;;;;;;;;17:08:00;17:08:00;N1141;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;599030817;599030817;599030817;9349.52;;;;;;;;17:08:00;17:08:00;N1141;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;599030817;599030817;599030817;9349.52;;;;;;;;17:48:00;17:48:00;N45128;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;258664623;258664623;258664623;147930.925;;;;;;;;18:08:00;18:08:00;N45128;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;258664623;258664623;258664623;147930.925;;;;;;;;18:52:00;18:52:00;N1141;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;822934381;822934381;822934381;9349.52;;;;;;;;18:52:00;18:52:00;N1141;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;822934381;822934381;822934381;9349.52;;;;;;;;19:35:00;19:35:00;N45128;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;821321381;821321381;821321381;147930.925;;;;;;;;19:47:00;19:47:00;N45128;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;821321381;821321381;821321381;147930.925;;;;;;;;20:29:00;20:29:00;N1141;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;439758761;439758761;439758761;9349.52;;;;;;;;20:29:00;20:29:00;N1141;OSETH;Def;1;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;439758761;439758761;439758761;9349.52;;;;;;;;21:12:00;21:12:00;N45128;OSETH;Def;2;0701;7;line07 (2025).xlsx;0701_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;316980133;316980133;316980133;147930.925;;;;;;;;05:30:00;05:30:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;316980133;316980133;316980133;147930.925;;;;;;;;06:04:00;06:04:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;471982417;471982417;471982417;9349.52;;;;;;;;06:04:00;06:04:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;471982417;471982417;471982417;9349.52;;;;;;;;06:40:00;06:40:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;320870054;320870054;320870054;147930.925;;;;;;;;06:45:00;06:45:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;320870054;320870054;320870054;147930.925;;;;;;;;07:24:00;07:24:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;705341247;705341247;705341247;9349.52;;;;;;;;07:24:00;07:24:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;705341247;705341247;705341247;9349.52;;;;;;;;08:05:00;08:05:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;130927323;130927323;130927323;147930.925;;;;;;;;08:15:00;08:15:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;130927323;130927323;130927323;147930.925;;;;;;;;08:57:00;08:57:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;747470311;747470311;747470311;9349.52;;;;;;;;08:57:00;08:57:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;747470311;747470311;747470311;9349.52;;;;;;;;09:38:00;09:38:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;523576312;523576312;523576312;147930.925;;;;;;;;09:58:00;09:58:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;523576312;523576312;523576312;147930.925;;;;;;;;10:45:00;10:45:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;495327674;495327674;495327674;9349.52;;;;;;;;10:45:00;10:45:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;495327674;495327674;495327674;9349.52;;;;;;;;11:29:00;11:29:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;442799934;442799934;442799934;147930.925;;;;;;;;11:40:00;11:40:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;442799934;442799934;442799934;147930.925;;;;;;;;12:27:00;12:27:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;814048523;814048523;814048523;9349.52;;;;;;;;12:27:00;12:27:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;814048523;814048523;814048523;9349.52;;;;;;;;13:14:00;13:14:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_1;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;516698924;516698924;516698924;147930.925;;;;;;;;13:28:00;13:28:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;516698924;516698924;516698924;147930.925;;;;;;;;14:14:00;14:14:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;986034266;986034266;986034266;9349.52;;;;;;;;14:14:00;14:14:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;986034266;986034266;986034266;9349.52;;;;;;;;14:58:00;14:58:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;767014555;767014555;767014555;147930.925;;;;;;;;15:08:00;15:08:00;N45128;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1391;0;767014555;767014555;767014555;147930.925;;;;;;;;15:48:00;15:48:00;N1141;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1391;Foinika;1391;Foinika;1391;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;454712225;454712225;454712225;9349.52;;;;;;;;15:48:00;15:48:00;N1141;OSETH;Def;1;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
F1;;ΚΑΘΗΜΕΡΙΝΗ;Revenue;2025-07-01;2025-08-31;07;OASTH;Def;1745;1;454712225;454712225;454712225;9349.52;;;;;;;;16:28:00;16:28:00;N45128;OSETH;Def;2;0702;7;line07 (2025).xlsx;0702_2;line07 (2025)_Timetable_ΚΑΘΗΜΕΡΙΝΗ.csv;1745;Foinika;1745;Foinika;1745;Foinika
